title,rating,genre
Lupin III: Ikiteita Majutsushi,6.04,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Pilot Film (1978),6.35,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Nusumareta Lupin,7.09,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Cagliostro no Shiro,8.15,"Action, Adventure, Comedy, Mystery, Seinen"
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.84,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Fuuma Ichizoku no Inbou,7.28,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Babylon no Ougon Densetsu,6.57,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Harimao no Zaihou wo Oe!!,7.01,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Lupin vs. Fukusei-ningen,6.99,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Twilight Gemini no Himitsu,7,"Action, Adventure, Comedy, Shounen"
Lupin III: Honoo no Kioku - Tokyo Crisis,7.23,"Action, Adventure, Comedy, Mystery, Shounen"
Lupin III: Lupin Ansatsu Shirei,6.95,"Action, Adventure, Mystery, Comedy, Seinen"
Lupin III: Walther P38,7.34,"Action, Adventure, Mystery, Comedy, Seinen"
Ninja Mono,5.75,"Adventure, Comedy, Shounen, Supernatural"
Ginga Tetsudou no Yoru,7.29,"Drama, Fantasy, Historical, Kids, Mystery"
Alexander Senki,5.71,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural"
Sol Bianca,6.34,"Action, Sci-Fi, Adventure, Space"
Sol Bianca: Taiyou no Fune,6.37,"Adventure, Mecha, Sci-Fi, Space"
Mach GoGoGo,6.67,"Adventure, Cars, Sports, Shounen"
Hyakujuu-Ou GoLion,6.83,"Adventure, Mecha, Sci-Fi, Shounen"
Brigadoon: Marin to Melan,7.26,"Adventure, Comedy, Drama, Mecha, Sci-Fi"
Shuranosuke Zanmaken: Shikamamon no Otoko,4.74,"Action, Supernatural, Historical, Thriller"
The Samurai,5.96,"Comedy, Romance, School, Shounen"
Maison Ikkoku,8.18,"Slice of Life, Comedy, Drama, Romance, Seinen"
Kemonozume,7.39,"Action, Demons, Horror, Romance, Supernatural"
Makai Tenshou,5.23,"Action, Supernatural, Samurai, Historical"
L/R: Licensed by Royal,6.49,"Action, Adventure, Police, Mystery"
Key the Metal Idol,6.92,"Action, Sci-Fi, Music, Psychological, Drama, Mecha"
Uchuu no Kishi Tekkaman,6.2,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space"
Uchuu no Kishi Tekkaman Blade,7.46,"Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen"
Uchuu no Kishi Tekkaman Blade II,6.3,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
Memories,7.73,"Drama, Horror, Psychological, Sci-Fi"
Hakaima Sadamitsu,6.88,"Action, Mecha, School, Sci-Fi, Seinen"
Hakugei Densetsu,6.64,"Sci-Fi, Adventure, Space"
Baoh Raihousha,6.12,"Action, Sci-Fi, Super Power, Martial Arts, Shounen"
Monster Farm: Enbanseki no Himitsu,6.82,"Action, Adventure, Comedy, Fantasy"
City Hunter,7.93,"Action, Comedy, Mystery, Shounen"
City Hunter 2,8.06,"Action, Comedy, Mystery, Shounen"
City Hunter 3,7.82,"Action, Comedy, Mystery, Shounen"
City Hunter '91,7.78,"Action, Comedy, Mystery, Shounen"
City Hunter: Ai to Shukumei no Magnum,7.43,"Action, Comedy, Mystery, Shounen"
City Hunter: Bay City Wars,7.37,"Action, Comedy, Mystery, Shounen"
City Hunter: Hyakuman Dollar no Inbou,7.38,"Action, Mystery, Comedy, Shounen"
City Hunter: The Secret Service,7.44,"Action, Comedy, Mystery, Shounen"
City Hunter: Goodbye My Sweetheart,7.52,"Adventure, Comedy, Shounen"
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.43,Shounen
Sky Girls OVA,6.64,"Mecha, Military, Sci-Fi"
"Urusei Yatsura: Haru da, Tobidase!",6.72,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
D.Gray-man,8.05,"Action, Adventure, Comedy, Super Power, Demons, Shounen"
Master Keaton,7.61,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life"
Youma,6.09,"Action, Demons, Fantasy, Horror, Supernatural"
Akachan to Boku,7.86,"Comedy, Drama, Shoujo"
Kodomo no Omocha (TV),8.04,"Comedy, Drama, Romance, Shoujo"
.hack//Unison,6.68,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi"
Area 88,7.52,"Action, Military, Adventure, Drama, Romance"
Renkin San-kyuu Magical? Pokaan Specials,6.91,"Comedy, Parody, Magic, Ecchi, Vampire"
Ginga Tetsudou Monogatari,7.16,"Action, Adventure, Drama, Sci-Fi, Space"
Ginga Tetsudou 999,7.81,"Sci-Fi, Adventure, Space, Drama"
Project ARMS,6.99,"Action, Martial Arts, Super Power"
Project ARMS: The 2nd Chapter,7.07,"Action, Fantasy, Martial Arts, Super Power, School"
Darkside Blues,6.09,"Horror, Mystery, Psychological, Sci-Fi"
Maetel Legend,6.41,"Space, Drama, Sci-Fi"
Fushigi no Kuni no Miyuki-chan,5.75,"Comedy, Ecchi, Fantasy, Shoujo Ai"
Aru Machi Kado no Monogatari,6.61,"Drama, Music, Romance"
Black Blood Brothers,7.14,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire"
MaMa,5.24,Hentai
Teizokurei Daydream,6.21,"Comedy, Horror, Supernatural, Drama, Ecchi"
Kaleido Star: Good da yo! Goood!!,6.77,Comedy
Mahou Shoujo Pretty Sammy (1996),6.73,"Comedy, Parody, Magic, Fantasy, Seinen"
Mahou Shoujo Pretty Sammy Specials,6.26,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen"
Macross Flash Back 2012,6.91,"Drama, Mecha, Military, Sci-Fi"
Detective Conan Movie 09: Strategy Above the Depths,7.82,"Adventure, Mystery, Comedy, Police, Shounen"
Detective Conan Movie 10: Requiem of the Detectives,8.08,"Adventure, Comedy, Mystery, Police, Shounen"
Sci-fi Harry,6.21,"Drama, Horror, Sci-Fi"
Mamotte! Lollipop,6.68,"Adventure, Comedy, Magic, Romance, Shoujo"
Imouto de Ikou!,6.25,Hentai
Gakuen: Chijoku no Zushiki,5.53,Hentai
Court no Naka no Tenshi-tachi,5.84,"Hentai, School, Sports"
Kaette Kita Court no Naka no Tenshi-tachi,5.76,Hentai
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.97,"Comedy, Magic, Romance, Sci-Fi"
Sentou Yousei Shoujo Tasukete! Mave-chan,5.37,"Parody, Comedy, Super Power, Sci-Fi, Shounen"
Kirarin☆Revolution,7.07,"Comedy, Drama, Romance, Shoujo"
Silent Möbius,6.8,"Action, Sci-Fi, Comedy, Horror, Drama, Magic, Romance, Fantasy"
Black Lagoon: The Second Barrage,8.19,"Action, Seinen"
Black Jack,7.74,"Drama, Mystery, Psychological, Thriller"
Black Jack the Movie,7.33,Drama
Fuujin Monogatari,7.22,"Slice of Life, Fantasy, Supernatural, School, Drama"
Pokemon Crystal: Raikou Ikazuchi no Densetsu,6.87,"Action, Adventure, Comedy, Fantasy, Kids"
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.31,"Action, Adventure, Kids, Drama, Fantasy"
Pokemon: Senritsu no Mirage Pokemon,6.48,"Adventure, Comedy, Fantasy, Kids"
Bishoujo Yuugekitai Battle Skipper,5.25,"Sci-Fi, Comedy, Mecha"
De:vadasy,4.74,"Action, Ecchi, Psychological, Mecha"
Kanon (2006),8.01,"Slice of Life, Supernatural, Drama, Romance"
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,7.19,"Slice of Life, Comedy, Romance, Ecchi, Fantasy"
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.71,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life"
Ai Tenshi Densetsu Wedding Peach,6.69,"Adventure, Magic, Comedy, Romance, Shoujo"
Futari wa Precure: Splash☆Star,7.13,"Action, Comedy, Magic, Fantasy, Shoujo"
Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen"
Busou Renkin,7.35,"Action, Fantasy, Supernatural, Comedy, School, Shounen"
Genshi Shounen Ryuu,6.3,"Action, Sci-Fi, Adventure, Romance, Shounen"
Pumpkin Scissors,7.18,"Action, Comedy, Drama, Military"
Touch: Cross Road - Kaze no Yukue,6.95,"Romance, Shounen, Sports"
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.73,"Romance, Shounen, Sports"
Souten no Ken,6.69,"Action, Historical, Martial Arts"
Brain Powerd,6.11,"Action, Adventure, Mecha, Sci-Fi"
Yoake Mae yori Ruriiro na: Crescent Love,7.14,"Comedy, Romance, School, Sci-Fi"
Super Robot Taisen OG The Animation,6.68,"Mecha, Sci-Fi, Shounen, Space"
Negima!?,7.02,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School"
Obake no Q-tarou,Unknown,"Comedy, School, Slice of Life, Supernatural"
Shin Taketori Monogatari: 1000-nen Joou,7.2,"Sci-Fi, Mystery, Drama"
1000-nen Joou: Queen Millennia,6.84,"Adventure, Fantasy, Drama, Sci-Fi"
Attack No.1,6.76,"Drama, Shoujo, Sports"
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,6.23,"Comedy, Drama, Romance"
Queen Emeraldas,6.89,"Action, Sci-Fi, Adventure, Space"
Asatte no Houkou.,7.07,"Supernatural, Drama"
Tokimeki Memorial: Only Love,7.07,"Comedy, Harem, Romance, School"
Kikoushi Enma,7.13,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen"
Shounen Onmyouji,7.59,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
Yarima Queen,6.07,"Comedy, Demons, Fantasy, Hentai, Magic, Parody"
Shijou Saikyou no Deshi Kenichi,8.11,"Action, Comedy, Martial Arts, School, Shounen"
Choujin Gakuen Gowcaizer: The Voltage Fighters,5.05,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen"
Lovedol: Lovely Idol,6.18,Music
Yamato Nadeshiko Shichihenge♥,7.76,"Comedy, Shoujo"
Magic Knight Rayearth II,7.52,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
Pokemon Advanced Generation,7.09,"Action, Adventure, Comedy, Kids, Fantasy"
Pokemon Diamond & Pearl,7.2,"Action, Adventure, Comedy, Kids, Fantasy"
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.14,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen"
Kaitou Saint Tail,7.55,"Adventure, Magic, Romance, Shoujo"
Sumomomo Momomo: Chijou Saikyou no Yome,6.91,"Action, Comedy, Romance, Martial Arts, Seinen"
Otome wa Boku ni Koishiteru,7.06,"Comedy, Drama, Romance, School"
Happiness!,6.41,"Comedy, Harem, Magic, Romance, School"
Ghost Hunt,7.81,"Mystery, Comedy, Horror, Supernatural, Shoujo"
Jungle Taitei,6.56,"Adventure, Kids, Shounen"
Kishin Douji Zenki,6.98,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen"
Get Ride! AMDriver,6.26,"Adventure, Mecha, Sci-Fi, Shounen"
Code Geass: Hangyaku no Lelouch,8.72,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School"
Bakumatsu Kikansetsu Irohanihoheto,7.13,"Action, Drama, Historical, Samurai"
Taiho Shichau zo,7.46,"Action, Comedy, Police, Seinen"
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.88,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo"
Kiniro no Corda: Primo Passo,7.48,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo"
Mouryou Senki Madara,6.12,"Adventure, Demons, Supernatural, Shounen"
Gift: Eternal Rainbow,6.63,"Comedy, Drama, Harem, Magic, Romance, School"
Submarine 707R,6.28,"Action, Adventure, Military, Sci-Fi"
009-1,6.26,"Action, Mecha, Sci-Fi, Seinen"
Stratos 4 Advance Kanketsu-hen,6.93,"Comedy, Military, Sci-Fi"
Spectral Force,3.8,"Demons, Fantasy"
Aoi Umi no Tristia,5.71,"Adventure, Mecha"
Tenpou Ibun: Ayakashi Ayashi,6.92,"Supernatural, Demons, Historical"
Mamoru-kun ni Megami no Shukufuku wo!,7.08,"Comedy, Romance, School"
Bartender,7.37,"Drama, Seinen, Slice of Life"
Legendz: Yomigaeru Ryuuou Densetsu,7.27,"Action, Adventure, Fantasy, Comedy"
Kujibiki♥Unbalance,6.28,"Comedy, Romance, School"
Hataraki Man,7.03,"Comedy, Drama, Romance, Seinen, Slice of Life"
Azumanga Web Daioh,6.71,"Comedy, School, Slice of Life"
Jigoku Shoujo Futakomori,7.93,"Mystery, Horror, Psychological, Supernatural"
Inma Daitoshi: Beast City,5.64,Hentai
Arcade Gamer Fubuki,5.25,"Action, Comedy, Ecchi, Parody, Shounen, Sports, Super Power"
Panyo Panyo Di Gi Charat,6.69,Comedy
Casshern: Robot Hunter,6.35,"Adventure, Mecha, Sci-Fi"
Eat-Man '98,6.74,"Action, Adventure, Sci-Fi, Shounen, Super Power"
Galaxy Angel Rune,6.36,"Sci-Fi, Comedy"
Red Garden,7.09,"Drama, Mystery"
Soukou no Strain,7.07,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space"
Super Robot Taisen OG: Divine Wars,6.84,"Action, Mecha, Sci-Fi"
Katekyo Hitman Reborn!,8.18,"Action, Comedy, Shounen, Super Power"
Kekkaishi (TV),7.63,"Action, Adventure, Comedy, Demons, Supernatural, Shounen"
Venus Versus Virus,6.39,"Drama, Romance, Supernatural"
Salaryman Kintarou,7.49,"Comedy, Drama, Martial Arts, Seinen"
Mai-Otome Zwei,7.27,"Action, Magic"
Galerians: Rion,5.49,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural"
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,5.5,"Fantasy, Comedy"
Captain Tsubasa: Road to 2002,7.4,"Action, Sports, Shounen"
Massugu ni Ikou.,6.48,"Comedy, Josei, Romance, Slice of Life"
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,"Action, Sci-Fi, Adventure"
Negima!? Haru Special!?,7.1,"Ecchi, Fantasy, Magic, Comedy, Harem, Romance, Super Power, Shounen"
Maps,5.81,"Action, Sci-Fi, Adventure, Space, Comedy, Shounen"
Haru no Ashioto The Movie: Ourin Dakkan,4.93,"Action, Comedy, School"
Kai Doh Maru,5.61,"Action, Fantasy, Historical, Magic"
G-On Riders,5.84,"Action, Sci-Fi, Comedy, School"
To Heart 2 Special,6.38,"Romance, School, Drama"
Soul Link Special,5.88,"Ecchi, Adventure, Space, Comedy, Romance, Military, Sci-Fi"
Genma Taisen,5.16,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen"
Choushin Hime Dangaizer 3,5.43,"Adventure, Ecchi, Mecha, Sci-Fi"
Maou Dante,6.06,"Action, Demons, Horror, Shounen, Supernatural"
Devilman Lady,6.66,"Action, Psychological, Drama, Horror"
Yousei Hime Ren,6.11,"Adventure, Comedy, Fantasy"
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,6.98,"Sci-Fi, Mecha"
Shintaisou: Shin,6.06,"Hentai, School"
Shintaisou: Kari,6.31,Hentai
Ai Shimai: Futari no Kajitsu,6.5,Hentai
Ai Shimai 2: Futari no Kajitsu,6.5,Hentai
Ai Shimai Tsubomi... Kegashite Kudasai,6.09,Hentai
Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.88,"Drama, Historical, Romance, Shoujo, Shounen Ai"
Peter Pan no Bouken,6.84,"Adventure, Fantasy"
Boku no Pico,4.37,"Hentai, Yaoi"
Angel's Feather,5.48,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai"
Iron Virgin Jun,4.61,"Action, Fantasy, Martial Arts, Comedy, Super Power"
Sugar Sugar Rune,7.44,"Fantasy, Magic, Shoujo"
Sailor Victory,5.85,"Action, Comedy, Mecha, Sci-Fi"
Princess Rouge,5.87,"Fantasy, Romance"
Herlock Saga: Nibelung no Yubiwa,6.71,"Action, Sci-Fi, Adventure, Space, Drama, Seinen"
Kakugo no Susume,4.74,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power"
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,6.85,"Comedy, Romance, Sci-Fi"
Uchuu Senkan Yamato,7.59,"Action, Adventure, Drama, Military, Sci-Fi, Space"
Uchuu Senkan Yamato 2,7.42,"Action, Military, Sci-Fi, Adventure, Space, Drama"
Uchuu Senkan Yamato III,7.07,"Action, Military, Sci-Fi, Adventure, Space, Drama"
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,6.83,"Slice of Life, Comedy, Drama, Romance, School, Shoujo Ai"
Nerima Daikon Brothers,7.33,"Comedy, Music"
PostPet Momobin,Unknown,"Comedy, Kids"
Byston Well Monogatari: Garzey no Tsubasa,4.18,"Action, Fantasy"
Karakuri no Kimi,6.5,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural"
Mai-Otome Specials,6.99,"Fantasy, Magic, Comedy, Drama"
Kurogane Communication,6.66,"Action, Adventure, Drama, Sci-Fi"
Cutey Honey,6.45,"Action, Sci-Fi, School"
Space Fantasia 2001 Nights,6.27,"Drama, Sci-Fi, Seinen, Space"
Haha wo Tazunete Sanzenri,7.38,"Adventure, Drama, Historical, Slice of Life"
Babel Nisei (2001),5.75,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen"
Babel Nisei (OVA),5.88,"Action, Sci-Fi, Mecha"
Babel Nisei,6.37,"Sci-Fi, Adventure, Supernatural, Shounen"
Barom One,5.22,"Action, Sci-Fi, Supernatural, Shounen"
Bakuten Shoot Beyblade G Revolution,6.93,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuten Shoot Beyblade 2002,6.68,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,6.59,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen"
Soreyuke! Uchuu Senkan Yamamoto Yohko II,6.27,"Action, Sci-Fi, Adventure"
Bomberman B-Daman Bakugaiden,6.48,"Sci-Fi, Comedy, Shounen"
Bomberman B-Daman Bakugaiden Victory,6.4,"Sci-Fi, Shounen"
Captain Tsubasa J,7.27,"Action, Sports, Shounen"
Chou Robot Seimeitai Transformers Micron Densetsu,6.76,"Action, Sci-Fi, Mecha, Shounen"
Cosmo Warrior Zero,6.56,"Action, Adventure, Military, Sci-Fi, Space"
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,6.37,"Military, Sci-Fi, Adventure, Space, Drama"
Cyborg 009: The Cyborg Soldier,7.28,"Action, Sci-Fi, Adventure, Mecha, Shounen"
Green Green Specials,6.24,"Comedy, Ecchi, Romance, Slice of Life"
Brave Story,7.46,"Action, Adventure, Fantasy, Kids, Magic, Supernatural"
Baldr Force Exe Resolution,6.47,"Action, Drama, Mecha, Sci-Fi"
Di Gi Charat Nyo,7.04,"Comedy, Fantasy, Sci-Fi"
Dotto Koni-chan,7.26,Comedy
Duel Masters,5.85,"Action, Adventure, Comedy, Shounen"
Bleach Movie 1: Memories of Nobody,7.45,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
Nanatsu-iro★Drops,7.03,"Magic, Romance, School"
Byousoku 5 Centimeter,7.73,"Drama, Romance, Slice of Life"
Bokura no,7.66,"Sci-Fi, Psychological, Drama, Mecha, Seinen"
Kaze no Stigma,7.26,"Action, Magic, Romance, Fantasy, Shounen"
_Summer,5.67,"Drama, Harem, Romance"
Reideen,6.56,"Action, Mecha, Sci-Fi"
iDOLM@STER Xenoglossia,6.52,"Action, Comedy, Mecha, Sci-Fi"
Les Misérables: Shoujo Cosette,7.86,"Slice of Life, Historical, Drama, Shoujo"
Murder Princess,7.02,"Action, Adventure, Fantasy"
Nodame Cantabile,8.32,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
Romeo x Juliet,7.66,"Drama, Fantasy, Historical, Romance"
Boku no Marie,6.28,"Comedy, Ecchi, Romance, Sci-Fi, Seinen"
Yoru ga Kuru!,5.65,"Demons, Hentai, Horror, Super Power, Supernatural"
Tokyo Tribe 2,6.73,"Action, Drama"
Eat-Man,6.46,"Action, Adventure, Sci-Fi, Shounen, Super Power"
Genma Taisen: Shinwa Zenya no Shou,5.1,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural"
Gun Frontier,6.58,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen"
Kinnikuman II Sei,6.9,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen"
Majuu Sensen: The Apocalypse,5.39,"Action, Super Power, Demons, Supernatural, Shounen"
Pokemon: Mewtwo! Ware wa Koko ni Ari,7.06,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
Rockman.EXE,6.93,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen"
Ryuusei Sentai Musumet,5.89,"Adventure, Comedy, Ecchi, Romance, Sci-Fi"
Shin Seiki Den Mars,5.67,"Mecha, Sci-Fi, Shounen"
Submarine Super 99,6.24,"Action, Military, Sci-Fi, Adventure, Shounen"
Winter Garden,6.59,"Drama, Romance, Shoujo, Slice of Life"
Rozen Maiden: Ouvertüre,7.73,"Action, Comedy, Drama, Magic, Seinen"
To Heart 2 OVA,6.9,"Comedy, Drama, Harem, Romance, School"
Hitohira,6.77,"Drama, Romance, School, Seinen, Slice of Life"
Nagasarete Airantou,7.27,"Harem, Comedy, Romance, Ecchi, Fantasy, Shounen"
Clannad Movie,7.25,"Drama, Romance, Fantasy, School"
Saint October,6.39,"Adventure, Fantasy"
Keitai Shoujo,5.33,"Comedy, Romance, School, Drama"
Devil May Cry,6.98,"Action, Demons, Fantasy"
Shinkyoku Soukai Polyphonica,6.84,"Drama, Fantasy, Music, Romance, School"
Super GALS! Kotobuki Ran,7.42,"Comedy, Slice of Life, Shoujo"
Maria-sama ga Miteru 3rd,7.85,"Drama, School, Shoujo Ai, Slice of Life"
Tales of Symphonia The Animation: Sylvarant-hen,7.18,"Action, Adventure, Magic, Martial Arts, Fantasy"
Negima!? Natsu Special!?,7.12,"Ecchi, Fantasy, Comedy, Romance"
eX-Driver: Nina & Rei Danger Zone,6.48,"Action, Sci-Fi, Cars"
Ajimu: Kaigan Monogatari,6.37,"Comedy, Drama, Romance, School"
Naruto: Shippuuden,8.16,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
B'T X Neo,7.15,"Action, Adventure, Shounen"
Uchuu Senshi Baldios,6.5,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen"
Muteki Kanban Musume,7.11,"Action, Comedy, Martial Arts, Parody, Shounen"
Shibawanko no Wa no Kokoro,Unknown,Kids
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,5.51,"Action, Police, Drama, Seinen"
Hit wo Nerae! Specials,5.48,"Comedy, Ecchi"
Souryuuden,6.56,"Mystery, Super Power, Supernatural, Drama"
Super Milk-chan,5.83,"Action, Comedy, Parody, Sci-Fi"
Wagamama☆Fairy Mirumo de Pon!,7.3,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo"
Wild 7 Another Bouryaku Unga,5.28,"Action, Adventure, Police, Shounen"
Zoids Fuzors,6.42,"Adventure, Mecha, Sci-Fi, Shounen"
Freedom,7.45,"Action, Sci-Fi, Adventure, Space"
Piyoko ni Omakase pyo!,6.59,"Comedy, Sci-Fi, Shounen"
Amaenaide yo!!: Yasumanaide yo!!,6.68,"Ecchi, Comedy, Romance, Supernatural"
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.63,"Ecchi, Comedy, Romance, Supernatural"
Jikuu Bouken Nuumamonjaa,5.28,"Action, Comedy, Fantasy"
Di Gi Charat: Hoshi no Tabi,6.58,Comedy
Di Gi Charat: Kuchi Kara Bazooka,6.26,Comedy
Di Gi Charat Summer Special 2000,6.47,Comedy
Di Gi Charat Ohanami Special,6.65,Comedy
Di Gi Charat Natsuyasumi Special,6.59,Comedy
Di Gi Charat Christmas Special,6.57,Comedy
Di Gi Charat Tsuyu Specials,6.48,Comedy
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,5.62,"Action, Adventure, Historical, Sci-Fi, Shounen"
Golgo 13,6.78,"Action, Military, Adventure, Drama, Seinen"
Golgo 13: Queen Bee,6.59,"Action, Adventure, Military, Drama, Seinen"
Arslan Senki,6.92,"Action, Adventure, Drama, Fantasy, Historical"
Midnight Panther,5.79,"Action, Adventure, Fantasy, Hentai"
Slam Dunk (Movie),7.36,"Comedy, Drama, School, Shounen, Slice of Life, Sports"
Vampire Sensou,4.69,"Super Power, Supernatural, Vampire"
Youseiki Suikoden,5.75,"Action, Martial Arts, Fantasy"
Psycho Diver: Mashou Bosatsu,5.69,"Horror, Psychological, Sci-Fi"
Kikaider 01 The Animation,6.78,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
Oh! Super Milk-chan,5.99,"Action, Parody, Comedy, Sci-Fi"
Unbalance,5.78,Hentai
Ring ni Kakero 1: Nichibei Kessen-hen,6.5,"Action, Sports, Shounen"
Seishoujo Kantai Virgin Fleet,5.23,"Fantasy, Military, School, Sci-Fi"
Hokuto no Ken: Raoh Gaiden Junai-hen,7.47,"Action, Adventure, Martial Arts"
HeatGuy J Special,7.04,"Action, Adventure, Mecha, Police, Sci-Fi"
Jikuu Tenshou Nazca,5.65,"Action, Adventure, Drama, Magic, Fantasy"
Bulg-eunmae,5.57,"Super Power, Martial Arts"
Kaze no Tairiku,6.21,"Action, Adventure, Fantasy, Supernatural"
Dae Jang Geum: Jang Geum's Dream,7.22,"Adventure, Comedy, Historical"
Bakunyuu Shimai,6.25,Hentai
Choukou Tenshi Escalayer,6.54,"Demons, Hentai, Sci-Fi, Super Power"
Hi.Me.Go.To,6.28,Hentai
Hyakki,5.6,"Hentai, Horror"
Imouto Jiru,6.42,Hentai
Injuu Nerawareta Hanayome,5.46,Hentai
Little Monica Monogatari,6.46,Hentai
Sprite: Between Two Worlds,5.79,"Comedy, Ecchi, Romance, School"
Viper GTS,7,"Demons, Hentai"
Yuuguu Settai: Kotou no Gokuraku e Youkoso,5.65,Hentai
Argento Soma Special,6.4,"Action, Mecha, Sci-Fi"
Tactical Roar Special,5.87,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi"
Ai Doll,5.71,"Hentai, Drama"
Overman King Gainer,6.89,"Action, Adventure, Mecha, Sci-Fi, Shounen"
Kaze no Na wa Amnesia,6.39,"Action, Dementia, Drama, Sci-Fi"
